f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,class
f01,f10,f21,f31,f41,f51,f60,f71,f80,1.8521,2.2529,0.7927,0.2931,0.4749,1.7315,0.4464,0.5868,1.2449,C0
f01,f11,f20,f30,f40,f50,f61,f71,f80,0.8881,2.2772,1.9882,1.6107,0.1809,1.584,1.5255,0.0369,0.8431,C0
f01,f11,f21,f31,f41,f50,f61,f71,f80,1.5926,0.5473,0.3438,0.052,0.9707,1.6665,0.3717,2.5439,0.2021,C0
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.4049,2.2005,0.3203,0.8885,0.206,0.442,0.5286,1.4702,2.4511,C0
f00,f10,f20,f31,f40,f50,f61,f70,f81,1.1271,1.544,2.1726,0.7488,1.3738,0.6001,0.8476,0.9498,0.8795,C0
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.2635,1.673,1.3094,0.0658,0.4582,0.2373,1.328,0.8726,0.4094,C0
f01,f10,f21,f30,f40,f50,f61,f71,f80,1.7271,1.966,0.033,0.2202,1.2132,1.6878,0.5936,1.4397,0.4791,C0
f01,f11,f21,f30,f41,f50,f60,f71,f80,1.4482,1.3841,0.1209,0.5379,1.6218,0.6359,0.1525,0.9766,0.1183,C0
f00,f11,f21,f30,f40,f50,f61,f71,f80,0.1923,0.1862,2.0707,1.0685,1.2178,1.4425,1.1818,1.9337,2.3982,C0
f01,f11,f20,f30,f41,f50,f61,f71,f80,0.1564,0.5738,0.273,0.3774,0.6207,1.026,1.1093,0.9347,0.8255,C0
f00,f11,f20,f30,f41,f50,f60,f70,f80,1.6401,0.8777,1.571,1.2889,1.6334,1.277,0.6175,0.8874,1.3947,C0
f00,f11,f21,f30,f40,f50,f61,f71,f80,0.907,1.7237,2.5343,1.5414,0.2393,1.3716,0.1702,1.3717,1.0094,C0
f00,f11,f21,f30,f41,f50,f61,f71,f80,0.4426,1.8238,1.41,1.4346,0.4931,0.8693,1.5707,2.5688,1.0305,C0
f01,f10,f20,f31,f41,f50,f61,f71,f81,0.388,0.4159,1.9052,0.9668,0.7469,1.3685,1.3975,1.2496,0.6288,C0
f00,f11,f21,f30,f41,f50,f61,f71,f80,1.6232,0.1447,2.3229,0.2292,1.0888,0.6734,1.4967,2.2928,1.3848,C0
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.0947,0.94,0.02,0.9393,1.6243,0.8159,1.0288,1.3971,1.1929,C0
f01,f10,f20,f30,f41,f51,f60,f71,f80,0.8691,1.8236,0.396,0.4647,1.8589,0.5671,1.3572,0.8867,1.3878,C0
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.1329,2.1678,0.5126,1.674,0.8265,1.5838,1.7058,1.5294,2.1109,C0
f01,f11,f20,f30,f41,f50,f61,f70,f80,1.5893,1.1004,0.3612,1.6146,1.8663,1.387,1.1772,0.4472,0.9394,C0
f00,f11,f21,f30,f40,f50,f60,f71,f80,0.271,2.3484,1.7472,1.1972,1.5647,1.0792,0.2918,2.4489,0.6521,C0
f01,f11,f20,f30,f40,f50,f61,f71,f80,1.5168,2.1997,1.1823,0.1456,1.5218,1.3596,1.2285,1.1269,0.183,C0
f01,f10,f20,f31,f41,f50,f60,f71,f80,1.4696,2.0956,2.3969,0.3038,1.7509,0.6637,0.591,1.3673,0.9229,C0
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.1799,0.4479,2.0885,1.6663,1.7062,1.22,0.1794,2.0739,1.4718,C0
f01,f10,f20,f30,f41,f50,f61,f71,f80,0.5157,1.8162,0.8951,0.8098,2.3436,1.1733,0.0465,1.4756,2.0306,C0
f01,f10,f21,f30,f41,f50,f61,f71,f80,0.6559,1.6071,2.3935,1.3399,0.8496,0.3979,0.9516,0.9292,1.3428,C0
f00,f10,f20,f30,f40,f50,f61,f71,f81,1.7467,2.3729,1.2219,0.8036,0.6436,1.1995,0.0967,0.1382,2.2435,C0
f00,f11,f20,f30,f40,f51,f60,f71,f80,0.1527,1.6249,0.5851,1.1377,1.8038,0.8553,0.4547,2.5204,1.7756,C0
f01,f10,f20,f30,f41,f50,f61,f71,f80,0.4442,0.3365,1.392,1.6698,2.0023,0.9637,1.2632,1.9047,0.8041,C0
f00,f11,f20,f31,f40,f50,f61,f70,f80,0.9021,1.1477,1.3763,0.7437,2.207,0.09,0.9675,0.7731,1.2851,C0
f00,f11,f21,f30,f41,f50,f60,f71,f80,0.0359,2.0082,1.1965,0.1418,1.3892,0.4727,1.0412,2.4812,1.6536,C0
f00,f11,f20,f31,f41,f50,f60,f71,f81,1.1116,1.5539,1.6761,0.0126,1.3642,1.3155,1.2112,2.5762,2.1481,C0
f00,f11,f21,f30,f41,f50,f60,f71,f80,1.2712,1.6059,2.2363,1.4973,2.3056,1.7354,0.8644,1.188,0.3773,C0
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.8833,0.308,1.319,1.4999,0.9404,1.1213,0.3816,0.8215,2.2426,C0
f00,f10,f20,f30,f41,f50,f61,f71,f81,0.3843,0.633,0.3894,0.0934,1.4261,1.3667,0.1595,0.8066,1.9769,C0
f00,f10,f20,f30,f40,f50,f61,f71,f81,1.112,0.4635,1.1045,1.5995,0.3593,1.2132,0.3711,1.4868,1.2876,C0
f01,f10,f20,f30,f41,f50,f60,f71,f80,1.3803,0.448,0.6377,1.373,1.6918,1.6685,0.9287,0.4379,1.3583,C0
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.204,2.3316,2.1059,1.549,0.2036,0.3929,1.3447,1.5687,1.2685,C0
f01,f11,f20,f31,f41,f50,f61,f70,f80,0.3495,0.7234,1.4953,0.1978,2.0827,1.4455,0.2883,1.0376,0.5866,C0
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.3226,0.4551,1.2543,0.5929,0.1545,0.1039,0.2547,1.4041,1.7807,C0
f00,f11,f21,f30,f41,f51,f60,f70,f81,0.3442,0.8893,0.5476,0.4329,0.8296,1.2858,1.0472,0.7947,1.9829,C0
f01,f10,f21,f30,f41,f50,f61,f70,f80,0.1055,2.3785,0.7922,1.49,1.846,0.0525,0.9308,1.6747,1.0868,C0
f00,f11,f20,f30,f40,f50,f60,f70,f81,0.6865,1.5907,2.2734,0.5015,0.1808,1.365,1.6722,0.8179,1.2333,C0
f00,f11,f20,f30,f40,f50,f61,f71,f80,1.5598,1.6917,2.088,1.1425,2.3372,1.1433,1.5843,0.6388,1.7358,C0
f00,f10,f20,f30,f41,f51,f61,f71,f80,0.7913,0.998,2.4929,1.1997,0.3064,1.2064,0.2185,0.0248,1.523,C0
f01,f11,f20,f30,f41,f51,f61,f71,f80,1.926,1.6122,1.1817,1.691,2.0057,0.9659,1.0135,0.7674,1.045,C0
f01,f11,f21,f30,f40,f50,f60,f71,f80,1.5485,0.7011,2.4661,1.3376,2.2612,1.0717,0.7596,1.5917,2.0122,C0
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.4864,0.9078,0.0135,1.1761,2.043,1.3762,1.5853,1.2315,1.3522,C0
f01,f10,f20,f30,f41,f50,f61,f71,f80,0.0943,1.351,2.3125,0.3325,1.6838,1.6052,1.6024,1.1349,0.046,C0
f01,f10,f20,f30,f41,f50,f61,f71,f81,0.0252,2.2531,1.7007,0.0154,1.9486,1.1701,0.0152,1.9499,1.7069,C0
f00,f10,f20,f30,f41,f50,f60,f71,f81,0.4505,0.5012,0.9892,0.8749,0.8773,0.304,0.441,0.1942,1.6785,C0
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.1199,1.6863,1.1673,1.4453,1.7792,1.1537,0.9674,0.3038,1.6377,C0
f00,f10,f20,f30,f41,f51,f61,f71,f80,0.4298,2.2251,2.3513,1.2239,2.2699,0.0059,0.0005,0.8073,0.5469,C0
f01,f11,f21,f31,f40,f50,f60,f71,f81,0.3722,0.3866,0.2062,0.5376,1.3636,0.9123,0.9194,1.2253,2.3726,C0
f00,f11,f21,f30,f41,f50,f60,f70,f80,1.151,1.387,0.0502,0.5021,1.7293,0.9435,1.5759,0.8796,2.2319,C0
f01,f11,f20,f30,f40,f51,f60,f71,f81,1.9625,1.8197,1.6025,0.7108,0.3012,1.4,1.062,1.3596,1.5258,C0
f01,f10,f20,f30,f40,f50,f61,f71,f80,0.584,2.2778,0.4222,0.6421,1.301,0.755,0.1043,2.0893,1.6548,C0
f00,f10,f20,f30,f41,f50,f60,f71,f81,1.4691,1.3335,2.1236,0.268,0.0022,0.6387,1.5179,1.479,1.2276,C0
f01,f10,f20,f30,f40,f50,f61,f71,f81,0.2876,0.179,1.6981,0.8525,2.2401,1.1464,1.3842,2.2867,0.9481,C0
f01,f11,f20,f30,f40,f50,f61,f70,f81,0.645,0.8063,1.319,0.3552,1.0194,1.5096,0.4277,2.1222,1.7639,C0
f01,f11,f20,f30,f41,f50,f61,f71,f80,1.6796,0.1573,1.7542,1.707,2.1009,1.3523,0.797,2.1508,0.8411,C0
f00,f10,f21,f30,f41,f50,f60,f71,f80,1.6594,1.7924,1.8864,0.2557,0.3749,1.1665,1.3905,0.4661,0.5805,C0
f00,f11,f21,f30,f41,f51,f60,f71,f80,0.7091,1.793,1.6136,1.2193,0.5807,1.2075,0.9648,0.9252,0.1042,C0
f01,f11,f20,f30,f41,f51,f61,f70,f80,1.579,0.8838,0.306,0.1069,0.8606,1.0748,0.2623,0.6657,1.4208,C0
f01,f11,f21,f30,f41,f50,f61,f71,f80,0.7763,1.0754,1.5282,1.584,2.2572,0.4332,0.0761,1.4093,0.197,C0
f00,f11,f21,f30,f40,f50,f60,f71,f80,0.4328,1.301,1.3226,0.153,0.7899,0.1835,0.2231,1.6495,2.5022,C0
f01,f10,f20,f31,f41,f50,f61,f71,f81,1.9464,1.0262,0.0902,0.5098,1.372,0.8379,1.0309,1.4586,0.0316,C0
f01,f10,f20,f30,f40,f50,f61,f70,f80,1.9139,1.5545,1.7156,1.0857,0.265,0.4896,0.5466,2.1637,0.8789,C0
f00,f10,f20,f31,f40,f50,f60,f70,f80,1.9399,0.7199,1.725,1.6935,1.4325,1.0761,1.2027,0.0702,1.6068,C0
f01,f11,f20,f30,f41,f50,f61,f70,f81,0.8576,1.5457,1.2075,0.3609,2.3277,1.4805,1.0506,0.9224,0.9588,C0
f00,f10,f20,f30,f40,f50,f60,f70,f80,0.277,0.9105,0.7137,0.0301,0.8333,0.7951,0.6344,1.7056,1.6838,C0
f01,f11,f20,f31,f41,f50,f61,f71,f80,1.4627,1.4774,1.0585,0.944,1.8194,0.0331,1.4568,1.8254,0.3149,C0
f01,f11,f20,f30,f41,f50,f60,f71,f80,0.1233,0.1832,0.5164,1.3891,2.2601,1.3215,1.4096,1.2989,1.7214,C0
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.609,0.5932,1.4025,1.386,0.3233,1.0557,1.5457,2.4713,1.8722,C0
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.1873,2.151,0.3375,0.4826,1.8247,1.3068,0.638,1.8204,0.6468,C0
f00,f11,f20,f30,f41,f51,f61,f70,f80,1.529,1.1201,0.444,1.4772,0.7308,0.9928,1.423,2.449,2.3226,C0
f01,f10,f20,f30,f40,f50,f61,f71,f80,1.9054,0.503,2.1027,0.1361,1.8737,1.3831,0.2408,0.3023,1.7553,C0
f00,f10,f21,f30,f41,f50,f60,f70,f80,0.2484,0.0729,1.6668,0.9289,2.1059,1.5466,0.4251,0.6378,0.8632,C0
f00,f10,f20,f30,f40,f50,f61,f70,f80,1.6931,1.9165,1.4075,0.5189,0.2717,0.8044,0.729,1.2041,2.527,C0
f00,f10,f20,f31,f41,f50,f61,f71,f81,1.4194,2.0818,1.8828,1.5965,1.1808,1.6272,1.3967,2.6277,1.3658,C0
f00,f10,f20,f30,f41,f50,f61,f70,f80,1.5865,0.4785,0.2421,0.5121,0.0972,0.198,1.6241,2.5414,2.3669,C0
f01,f10,f20,f30,f40,f51,f61,f70,f81,0.6253,0.1071,2.3299,1.3137,0.8369,0.6466,1.3391,0.1324,2.1565,C0
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.6028,0.2537,0.007,0.1971,2.3499,0.5065,1.5734,0.3992,2.5507,C0
f01,f10,f21,f30,f41,f50,f61,f70,f80,0.6922,2.1618,1.4635,1.4522,0.9087,1.2513,0.792,1.1599,1.9726,C0
f01,f11,f21,f30,f40,f50,f61,f71,f80,0.3439,0.368,1.9318,0.6469,1.7433,0.211,0.0863,0.0735,0.3486,C0
f01,f11,f20,f30,f40,f51,f61,f71,f80,0.1641,1.3081,1.1929,1.4287,0.6965,0.184,0.2947,0.5856,2.4461,C0
f00,f10,f20,f30,f41,f50,f60,f71,f80,1.2862,1.1574,0.7092,0.0593,0.2633,0.8252,0.1052,1.0866,1.8661,C0
f00,f11,f20,f30,f40,f50,f61,f71,f80,0.3143,0.3306,2.4509,1.3441,0.8886,0.8612,1.1399,0.2564,0.1589,C0
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.5738,0.8903,0.9023,1.4655,1.2341,1.4574,0.6479,1.7366,0.149,C0
f00,f11,f20,f30,f40,f50,f61,f71,f80,1.6483,2.2859,2.4412,0.0324,0.1672,0.6632,0.2144,0.1652,1.318,C0
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.1017,2.3625,2.1693,1.4879,0.6918,0.2723,0.3318,0.5642,0.2582,C0
f00,f10,f20,f30,f41,f50,f60,f70,f81,0.4314,1.3071,2.2586,0.5504,0.7139,0.6039,1.4287,1.483,0.4725,C0
f00,f10,f20,f30,f41,f50,f60,f71,f80,1.9571,1.3486,2.5176,0.7208,0.7632,0.9408,1.6691,0.0462,0.3888,C0
f00,f10,f21,f30,f41,f50,f61,f70,f81,1.8739,1.4469,2.4617,1.0146,2.0925,0.2011,0.7603,1.7872,0.8185,C0
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.6853,1.7114,1.5777,0.2021,0.2409,1.5693,0.0239,1.4985,0.5375,C0
f00,f11,f20,f30,f40,f50,f61,f71,f80,1.6128,2.2491,0.3866,0.7258,0.1145,0.3911,1.5946,1.0838,2.3234,C0
f00,f10,f21,f30,f41,f50,f60,f71,f80,1.5276,1.5506,1.6883,1.5953,0.9167,1.2843,0.0143,2.6587,1.244,C0
f00,f11,f20,f30,f40,f50,f60,f71,f81,0.5576,0.048,1.048,0.1897,2.0292,1.3967,1.6038,1.488,1.5398,C0
f01,f10,f20,f30,f40,f50,f61,f71,f80,1.2278,0.3904,1.4148,0.9633,1.8481,1.2017,0.8511,1.5074,0.2716,C0
f00,f10,f20,f31,f41,f50,f61,f71,f80,0.9254,1.0192,2.0926,0.8109,1.8439,0.473,0.4625,2.6084,0.1236,C0
f01,f11,f20,f30,f41,f50,f61,f70,f81,1.1314,0.2938,1.3284,1.4237,0.0976,1.1788,1.6145,1.835,1.3446,C0
f01,f10,f20,f30,f41,f50,f61,f70,f80,1.6219,0.979,2.4564,1.554,0.5853,1.138,1.5005,2.664,1.6924,C0
f01,f11,f21,f30,f41,f50,f61,f71,f80,1.7242,2.2929,1.8173,0.8702,1.3248,0.5889,0.099,0.2912,0.3654,C0
f01,f10,f21,f30,f40,f50,f61,f71,f80,0.1753,0.7839,0.4986,1.4387,0.8889,0.3052,0.9062,1.3606,1.8878,C0
f00,f10,f20,f30,f41,f50,f60,f71,f81,0.4301,2.3592,0.6355,0.9979,0.3829,0.5456,1.1592,0.3739,0.055,C0
f01,f10,f20,f30,f41,f50,f61,f71,f80,1.046,1.8395,1.1341,1.5075,1.8051,1.2855,1.6081,0.7988,1.1642,C0
f01,f10,f21,f30,f41,f50,f61,f71,f80,0.1756,1.1191,1.6106,1.455,1.2465,0.8454,0.5892,1.5185,0.1889,C0
f01,f11,f20,f30,f41,f50,f61,f71,f80,1.2453,0.5766,1.6164,1.161,0.6235,1.1348,1.6048,0.7277,1.4635,C0
f00,f10,f21,f30,f40,f50,f61,f71,f81,0.0467,0.8911,1.2367,0.9537,2.2345,1.5602,0.7119,1.7601,1.252,C0
f00,f11,f20,f31,f41,f50,f61,f71,f80,0.9635,0.2228,1.2116,1.3144,0.223,1.32,0.9969,1.9544,1.1581,C0
f01,f10,f21,f30,f40,f50,f61,f71,f80,1.3,0.7293,2.168,0.4955,2.0727,0.6303,0.6201,0.3625,1.0522,C0
f00,f11,f20,f31,f41,f51,f61,f70,f80,1.0528,2.3219,0.1586,1.6904,0.0722,0.1625,0.57,0.3972,1.8837,C0
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.3027,1.5729,0.0838,1.4259,0.994,1.264,1.4522,0.8641,1.9073,C0
f01,f10,f21,f30,f40,f50,f61,f71,f80,1.7109,1.3062,0.6536,0.7118,0.159,1.4214,0.8444,1.4156,1.0006,C0
f00,f10,f21,f30,f40,f50,f61,f71,f80,0.6715,2.1252,0.1407,0.4947,0.3049,1.0087,0.6191,2.6479,2.1358,C0
f01,f10,f20,f30,f40,f50,f61,f70,f80,1.3059,0.6206,0.7775,0.7896,2.2522,1.7385,0.8154,1.1768,1.9474,C0
f00,f10,f20,f31,f41,f50,f61,f71,f80,1.6052,1.4737,1.8674,0.6472,0.5111,0.3118,0.0899,2.1643,2.2923,C0
f00,f10,f20,f30,f41,f50,f60,f71,f80,0.1319,2.3472,2.2198,0.757,2.2612,0.8652,0.2697,2.4413,1.2815,C0
f00,f11,f20,f31,f40,f50,f60,f70,f80,1.5841,1.2675,1.8995,0.9744,0.8216,0.8728,0.0207,1.0564,1.841,C0
f01,f11,f21,f30,f41,f50,f61,f71,f81,0.2788,0.0357,1.0497,1.1994,1.6498,1.5728,0.761,0.815,1.5941,C0
f01,f11,f21,f30,f41,f51,f60,f71,f80,1.8827,2.345,1.6002,0.4618,2.0707,0.8596,1.492,1.4071,0.6587,C0
f00,f11,f20,f30,f40,f50,f61,f70,f80,1.9563,1.6013,1.9203,0.2369,0.5815,0.0395,0.5671,1.5197,2.1775,C0
f01,f10,f21,f30,f40,f50,f60,f71,f81,0.9171,0.2094,0.4737,1.2295,1.8752,0.4362,0.0408,1.1934,1.5277,C0
f01,f11,f20,f30,f41,f50,f60,f71,f80,1.1281,1.089,1.3825,1.5488,0.2793,1.0648,0.5303,2.4593,1.8214,C0
f00,f10,f20,f30,f40,f51,f60,f71,f80,0.9536,2.3802,2.531,0.3426,0.8495,1.3239,0.8788,2.2766,0.2923,C0
f01,f11,f20,f30,f40,f50,f61,f71,f80,0.9388,0.5567,0.3536,0.921,0.096,0.927,0.091,1.1131,1.5019,C0
f01,f11,f21,f30,f41,f50,f61,f71,f80,0.7391,1.2665,1.6551,1.2816,1.0594,1.2869,0.0753,0.7874,1.8904,C0
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.2707,0.4216,0.8422,0.6541,2.0929,1.5401,0.7847,0.0038,1.1614,C0
f01,f11,f21,f31,f41,f50,f61,f70,f80,0.9675,2.3339,1.4971,1.5615,1.1578,0.6874,0.0357,0.2225,0.4703,C0
f01,f11,f20,f30,f41,f50,f60,f71,f80,1.5775,1.2157,2.0153,0.6174,2.32,0.4239,0.1629,2.0775,2.1688,C0
f00,f11,f20,f30,f41,f50,f61,f70,f80,0.0177,1.9612,0.479,0.6075,1.2196,1.7829,0.4611,2.5584,2.3953,C0
f00,f10,f20,f30,f40,f50,f60,f71,f80,0.8431,0.6035,2.3732,1.6672,2.0604,0.9693,1.3584,1.6458,1.2451,C0
f01,f11,f20,f30,f41,f50,f61,f71,f81,1.8946,0.7836,1.6147,1.6465,2.3489,1.5685,1.6295,0.8793,1.3788,C0
f01,f10,f20,f31,f40,f50,f60,f71,f80,0.8361,0.0964,0.453,0.139,0.6172,0.332,0.3111,1.1331,1.7455,C0
f01,f11,f20,f30,f40,f50,f60,f71,f80,0.0928,0.2428,1.6391,0.5244,1.8417,0.2622,0.7406,2.1075,0.4159,C0
f00,f11,f21,f30,f41,f50,f61,f71,f81,1.8647,1.1957,2.2769,1.5382,0.7126,0.6951,1.1823,0.3279,1.2757,C0
f00,f11,f21,f30,f41,f50,f61,f71,f80,0.4214,0.2446,1.236,1.2714,2.0785,1.6155,1.2091,1.9208,0.6728,C0
f00,f10,f21,f30,f41,f50,f61,f71,f81,0.2158,2.1372,0.5829,0.7978,0.4834,0.928,0.2466,2.3448,2.379,C0
f01,f11,f20,f30,f41,f50,f61,f71,f80,1.306,0.4393,0.6451,1.0557,0.6465,0.6596,0.0722,1.5263,1.7315,C0
f00,f10,f20,f30,f40,f50,f61,f71,f81,1.6497,0.16,1.1953,0.3955,2.2353,0.6923,1.1729,0.3139,1.4668,C0
f01,f11,f21,f31,f40,f50,f61,f71,f80,1.7118,1.5137,2.1073,0.9714,0.3754,1.3944,0.2165,0.5176,0.1334,C0
f01,f11,f21,f30,f40,f50,f61,f71,f80,0.8842,1.7561,0.675,1.1796,1.9337,1.2861,1.2321,1.2767,1.7631,C0
f01,f11,f20,f30,f41,f50,f61,f70,f81,0.6252,0.0728,2.0606,0.4007,0.2664,1.5674,0.8037,0.6262,0.2951,C0
f00,f10,f20,f30,f40,f50,f61,f70,f80,1.0193,0.7506,2.1581,0.05,2.0433,1.4793,1.5589,1.2572,1.4106,C0
f00,f11,f20,f31,f41,f50,f60,f71,f80,0.3603,0.0344,2.2108,1.2706,1.2945,1.7875,1.1167,1.9969,1.6461,C0
f00,f11,f20,f30,f41,f50,f61,f70,f80,1.7629,1.6686,1.7301,1.5024,0.3068,0.9964,0.2417,1.0042,0.7022,C0
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.7634,1.3806,0.0744,0.9384,1.3943,1.7904,1.5187,0.7689,2.3008,C0
f01,f10,f20,f31,f40,f50,f60,f71,f80,0.4545,1.771,0.1215,1.3558,0.2896,0.3081,1.1848,2.6681,2.3471,C0
f00,f11,f21,f30,f41,f50,f61,f71,f80,0.804,0.6643,0.4132,0.4227,0.9569,0.1431,0.8512,2.5245,0.595,C0
f01,f11,f20,f30,f40,f50,f61,f70,f80,0.2038,0.2601,0.5084,1.3766,1.181,0.8666,1.5885,0.407,0.3559,C0
f01,f10,f20,f30,f40,f50,f61,f71,f80,0.3043,0.1646,0.108,0.0266,1.3283,0.6823,1.6457,1.8675,2.2353,C0
f00,f11,f20,f30,f40,f50,f61,f71,f80,1.5612,0.3119,0.5911,1.5241,1.6074,0.8976,1.4425,2.2191,1.8081,C0
f00,f10,f20,f30,f41,f50,f61,f71,f81,0.4653,2.0633,1.8565,0.8678,2.1606,1.0811,0.767,2.5067,2.4137,C0
f01,f10,f20,f31,f40,f50,f60,f71,f80,0.5699,0.4715,1.3512,0.2009,0.9002,1.6104,0.0335,2.3351,0.5047,C0
f01,f11,f21,f30,f41,f51,f61,f70,f81,1.5599,1.0229,1.0274,1.2802,0.4677,1.6384,1.1346,1.8482,1.0174,C0
f01,f10,f21,f30,f40,f50,f61,f71,f80,0.6842,0.1617,0.058,0.1008,0.6021,1.0708,0.2982,1.69,1.8088,C0
f00,f11,f21,f30,f41,f50,f61,f71,f80,0.7023,1.2145,0.6547,1.3632,2.1856,0.9702,1.6908,1.0297,0.1184,C0
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.7998,1.5013,0.1191,1.4977,1.6,0.8034,0.71,0.0397,1.2555,C0
f00,f11,f21,f30,f41,f50,f60,f70,f80,0.3587,1.809,1.9185,1.5103,1.0714,1.5766,0.6152,2.4003,1.3884,C0
f01,f10,f21,f30,f40,f50,f61,f71,f80,0.0264,1.1694,0.0347,1.0887,1.2466,0.9694,1.5084,1.714,0.9921,C0
f01,f11,f20,f30,f40,f50,f61,f71,f80,1.6526,0.6858,0.7953,0.8905,1.9282,1.4585,1.655,0.7266,1.174,C0
f01,f11,f20,f30,f40,f50,f61,f71,f80,0.0344,0.5794,0.2073,0.2004,1.8856,1.6214,0.4311,0.0702,1.7274,C0
f00,f11,f21,f30,f41,f50,f61,f71,f81,0.8585,1.945,2.3397,0.9421,1.5547,1.5708,1.1567,0.7068,1.4117,C0
f00,f11,f21,f30,f40,f50,f61,f71,f80,1.7926,0.4031,0.082,0.5892,2.2825,1.3561,1.6993,0.8154,2.4683,C0
f00,f11,f20,f30,f41,f50,f60,f71,f80,0.0741,1.0571,2.4814,1.1238,1.7432,1.7974,1.4311,0.7614,0.6322,C0
f01,f10,f20,f30,f41,f50,f60,f71,f80,0.2121,1.8369,1.1138,0.8164,2.1757,1.5369,1.1182,1.1648,1.0078,C0
f01,f11,f21,f30,f41,f50,f61,f71,f80,0.4044,2.0076,1.9604,1.0084,0.5129,1.6764,1.4901,0.7791,1.363,C0
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.3844,1.3916,0.5087,0.4094,2.015,1.5189,0.3747,1.0138,1.9941,C0
f00,f10,f20,f31,f40,f50,f61,f71,f80,1.7475,0.5314,1.8019,0.8851,1.4757,1.4564,0.4486,2.1961,0.6325,C0
f00,f10,f20,f30,f41,f50,f60,f71,f80,0.8939,0.5875,2.1825,0.4881,1.5646,1.5575,1.0119,1.7296,0.9233,C0
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.2134,2.3676,0.4209,0.4221,0.7392,0.4648,0.6833,2.5117,2.4469,C0
f01,f11,f20,f31,f41,f50,f60,f71,f80,0.412,1.4018,1.0939,1.0346,1.7585,0.0253,1.3128,0.4822,1.7783,C0
f00,f10,f21,f30,f40,f50,f60,f70,f80,0.0711,1.7695,0.7359,1.0176,1.4859,0.6468,0.7259,1.5678,1.5801,C0
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.9185,0.0831,2.375,1.1859,1.2719,0.3714,1.0181,2.0934,0.0962,C0
f00,f10,f20,f30,f41,f50,f61,f71,f81,0.2692,1.8936,1.9679,0.4269,0.3801,1.0419,1.4927,0.1834,2.5395,C0
f01,f10,f21,f30,f41,f50,f61,f70,f80,0.8296,1.2472,0.89,0.6917,1.0808,0.8445,0.2075,0.4787,0.7989,C0
f00,f10,f21,f30,f41,f50,f61,f70,f81,0.8599,1.2769,0.4974,0.121,2.1517,0.3903,0.3264,0.1514,0.5202,C0
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.2364,1.3416,0.2301,1.4311,0.6802,0.8549,1.7131,1.7183,1.4961,C0
f01,f10,f20,f30,f40,f50,f61,f70,f80,0.1755,0.0547,0.9068,1.705,1.2803,1.4736,0.6699,1.5195,1.4164,C0
f00,f11,f21,f30,f40,f50,f60,f71,f80,0.4171,0.3187,0.585,0.2885,1.6263,1.3331,0.6216,0.3194,0.2655,C0
f01,f11,f20,f30,f41,f50,f60,f71,f80,0.7281,1.5872,2.4639,0.746,1.4678,0.5684,0.8599,2.2406,0.4391,C0
f01,f11,f20,f30,f41,f50,f61,f71,f80,1.5432,1.2206,2.1385,0.9043,0.6103,1.3975,0.7236,1.291,1.1229,C0
f00,f11,f21,f30,f41,f50,f61,f71,f80,0.4062,2.2103,1.4524,1.5678,0.4369,1.5424,1.7062,0.2052,1.091,C0
f01,f11,f21,f30,f41,f50,f60,f71,f80,0.2816,1.4746,0.21,0.27,0.08,0.1898,0.5255,0.3576,1.2921,C0
f01,f11,f21,f30,f41,f50,f61,f71,f80,0.3766,0.4777,0.0321,0.5449,2.2084,1.0348,0.6767,1.2377,2.4099,C0
f00,f10,f21,f30,f41,f50,f60,f70,f80,1.0117,1.2437,1.469,1.1846,1.8402,0.9505,1.7005,1.4945,0.7274,C0
f01,f11,f20,f30,f41,f50,f61,f71,f81,1.4591,1.5006,2.3683,0.5542,1.0753,1.6645,0.2748,2.3554,0.9904,C0
f00,f10,f21,f30,f40,f50,f60,f71,f80,1.2857,1.9849,0.5105,1.6993,0.5221,1.6845,0.9846,0.7812,1.9945,C0
f00,f11,f20,f30,f41,f50,f60,f71,f81,1.9173,1.169,2.2472,1.1831,0.3785,1.4053,0.7894,0.7062,1.4489,C0
