f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,class
f01,f10,f21,f31,f41,f51,f60,f70,0.3588,1.1964,1.0798,0.1852,1.0203,3.5013,0.2566,1.3374,f161,f170,f181,C0
f01,f11,f21,f31,f41,f50,f60,f71,0.1709,0.3196,0.6097,0.6628,1.1971,1.3486,1.2317,9.6338,f160,f170,f181,C0
f01,f11,f20,f31,f41,f51,f61,f71,0.7751,0.9788,0.5929,0.802,1.3989,0.006,0.1127,3.9575,f161,f170,f181,C0
f01,f10,f20,f31,f40,f50,f61,f71,0.6804,0.4861,1.1107,0.5652,0.3197,0.137,0.1323,6.5035,f160,f171,f180,C0
f01,f10,?,f31,f41,f51,f61,f70,0.6731,1.1987,0.5251,0.6679,2.6358,0.4921,0.1305,5.4456,f160,f170,f180,C0
f01,?,f20,f31,f41,f50,f60,f71,0.5311,0.8829,0.8043,0.2987,1.2179,3.6038,0.8906,10.2704,f160,f170,f181,C0
f01,f10,f21,f31,?,f50,f60,f71,0.0924,0.9448,0.0222,0.3934,3.0468,5.1064,0.7197,5.3967,f160,f170,f180,C0
f01,f10,f21,f30,f40,f50,f61,f71,0.129,1.2327,0.6478,1.0129,2.2459,0.4606,0.9674,8.6283,f161,f170,f181,C0
f01,f10,f21,f31,f40,f50,f61,f71,0.3268,1.2168,?,0.0031,3.3278,0.8185,0.5419,2.2519,f161,f170,f180,C0
?,f10,f20,f30,f40,f51,f61,f71,0.7608,0.8618,0.4878,0.0765,2.0279,1.6932,0.1848,7.3648,f161,f171,f181,C0
f01,f10,f21,f30,f41,f51,f61,f71,0.0098,0.9577,1.0291,0.5805,1.2406,5.3728,1.0722,0.3402,f160,f170,f181,C0
f01,f10,f21,f31,f40,f51,f61,f70,0.416,0.1032,0.6024,1.0985,1.5974,1.5724,0.8769,0.8165,f161,f170,f180,C0
f01,f10,f20,f30,f40,f51,f60,f71,0.3816,0.1263,0.6291,0.0558,?,0.364,0.9662,2.2174,f160,f170,f180,C0
f00,f10,f20,f30,f40,f51,f60,f71,0.018,1.1125,0.9218,0.8736,0.0713,3.1488,1.0853,9.027,f160,f170,f181,C0
f01,f10,f21,f30,f41,f51,f60,f71,1.0076,0.5565,0.1712,0.7731,1.2395,3.5184,0.0058,6.7154,f160,f170,f180,C0
f01,f10,f21,f31,f40,f50,f61,f71,0.9938,0.073,0.6149,0.5019,0.9138,2.6352,0.2696,5.9707,f161,f171,f180,C0
f01,f10,f21,f31,f40,f51,f61,f70,0.4198,0.4619,0.0392,1.1435,0.4634,0.2882,0.5661,4.1363,f161,f170,f181,C0
f01,?,f20,f30,f40,f51,f60,?,0.1545,0.3105,0.6111,0.7377,3.9501,5.32,0.4971,6.6549,f161,f171,f181,C0
f01,f10,f21,f31,f40,f50,f60,f71,?,0.7638,1.1555,1.0877,3.6849,5.0391,0.1868,6.1188,f161,f170,f180,C0
f01,f10,f21,f31,f41,f51,f61,f71,0.4028,0.3459,0.2365,0.5905,0.403,4.0927,0.8328,7.5904,f161,f171,f181,C0
f01,f10,f20,f30,f40,f50,f60,f71,0.4642,0.6319,1.1662,0.3454,2.4129,1.6476,1.2075,3.0171,f161,f170,f180,C0
f01,f10,f21,f30,f41,f50,f61,f71,0.7764,1.0209,0.0099,1.0044,2.58,4.8329,0.8,0.7983,f161,f171,f181,C0
f01,f10,?,f31,f41,f51,f60,f71,0.082,1.1852,1.1075,0.2689,1.9903,3.2121,0.9889,0.4995,f160,f171,f180,C0
f01,f10,f20,f31,f40,f51,f61,f70,0.3381,0.1334,0.5239,1.1869,2.1979,2.03,0.1259,7.9809,f160,f171,f181,C0
f01,f10,f20,f30,f40,f50,f60,f70,1.0034,0.5347,0.9293,0.0891,0.348,2.2214,?,9.6812,f161,f171,f180,C0
f01,f11,f20,f30,f40,f51,f61,f71,0.1171,0.1686,1.0765,0.3705,3.4662,0.3405,?,1.884,f161,f171,f181,C0
f01,f10,f20,f31,f41,f51,?,f71,0.1696,0.1046,0.4511,1.088,0.8182,1.6315,1.0011,3.0396,f161,f171,f181,C0
f01,f11,f20,f31,f41,f51,f60,f71,0.1174,0.8682,0.1646,0.7912,3.4199,1.1519,1.1366,1.6384,f160,f170,f181,C0
?,f10,f21,f31,f41,f50,?,f71,0.9724,0.4611,0.1158,0.4505,1.5165,3.8408,0.9888,7.212,f161,f171,f181,C0
?,f10,f21,f31,f40,f50,f61,f71,0.863,1.1194,0.9576,1.1832,2.8457,3.1453,0.1025,5.9274,f160,f170,f181,C0
f01,f10,f20,f30,f40,f50,f61,f70,1.1441,0.9787,1.0105,0.6291,?,4.4513,0.032,4.3127,f160,f171,f181,C0
f01,f10,f20,f30,?,f50,f60,f70,0.5304,0.4099,0.2476,0.5588,2.1089,4.3348,0.0724,11.1071,f160,f170,f180,C0
f01,f10,f21,f31,f41,f51,f60,f71,0.2528,0.7277,0.8953,0.4721,3.0023,0.9668,0.9467,7.6026,f161,f171,f181,C0
f01,f10,f21,f30,f40,f51,f61,f70,0.7769,0.375,0.2246,0.2368,3.0795,0.5739,0.0127,6.3013,f160,f170,f180,C0
?,f10,f20,f31,f41,f50,f61,?,0.0426,0.3551,0.7898,1.036,0.4205,5.2051,0.69,9.5298,f161,f170,f181,C0
f01,f10,f20,?,f41,f50,f61,f71,0.1413,0.6488,1.0824,0.1133,2.2559,1.5189,1.0171,3.4921,f161,f170,f180,C0
f01,f10,f20,f30,f40,f50,f61,f71,0.3071,0.3053,1.0451,1.1442,2.1477,4.6203,0.0206,4.9511,f160,f170,f180,C0
f01,f10,f21,f30,f41,f51,f61,f71,0.6869,0.138,1.0878,0.8856,3.1492,0.003,0.9309,7.4323,f161,f171,f180,C0
f01,f10,f20,f31,f41,f50,f61,?,0.4814,0.8053,0.8181,0.8755,0.4923,1.1581,0.2614,10.9348,f161,f171,f181,C0
f01,f11,f20,f31,f40,?,f60,f71,1.0443,1.0969,0.1687,0.807,2.2412,2.7092,1.108,11.0896,f160,f171,f180,C0
f01,f10,f20,f31,f41,f51,f60,f70,?,0.7959,0.8816,0.6207,0.1364,3.4166,1.0743,4.3576,f161,f171,f180,C0
f01,f10,f20,f30,f40,f50,f61,f70,0.6029,0.1541,0.927,1.0879,0.9617,3.3491,0.6165,7.8511,f161,f171,f181,C0
f01,f10,f20,f31,f41,f51,f61,f71,0.2261,1.1741,0.8704,0.4219,3.5953,3.6499,0.8004,10.2919,f160,f170,f181,C0
f01,f10,f20,f31,f40,f51,f61,?,0.58,0.6533,0.4717,0.7265,2.6199,4.8092,0.4418,2.5643,f161,f171,f180,C0
f01,f10,f20,f30,f40,f51,f60,f71,0.6282,?,0.7492,0.7312,3.6363,0.7685,0.2617,6.7526,f161,f170,f181,C0
f01,f10,?,f30,f40,f51,?,f70,1.0421,0.8119,0.3772,0.945,0.5671,2.7739,0.8758,6.3516,f160,f171,f181,C0
f01,f11,f21,f30,f40,f51,f60,?,?,0.9324,0.6797,0.1612,0.6235,2.942,0.6092,?,f161,f171,f180,C0
f01,f10,f21,f31,f41,f50,f61,f71,?,0.5711,0.9065,0.8176,1.8768,1.8638,0.5618,7.9861,f160,f170,f180,C0
f01,f11,f20,f31,f40,f51,f60,f71,0.1598,0.6194,0.959,0.8944,3.848,0.7347,0.1379,?,f161,f170,f180,C0
f01,f10,f21,f31,f41,f50,f60,f71,0.1095,1.1783,0.8731,0.4102,0.8923,4.1032,0.0694,10.4325,f160,f170,f180,C0
f01,f10,f21,f31,f40,f51,f61,f70,0.9431,0.528,0.077,0.5716,2.0272,2.1176,0.8558,4.7913,f160,f171,f181,C0
f01,f10,f21,f30,f40,f51,f61,f71,0.7344,0.8999,0.1264,0.8152,3.5079,2.7719,0.162,2.0621,f160,f171,f181,C0
f01,f10,f20,f30,f41,f50,f61,f71,1.065,0.0373,0.1282,0.152,0.301,3.9426,0.5604,3.6344,f161,f171,f180,C0
f01,f10,f20,f30,f40,f50,f61,f71,0.8562,0.8355,0.4302,0.0905,2.32,3.2641,0.8746,1.4562,f161,f171,f181,C0
f01,f10,f20,f31,f40,f51,f61,f71,1.073,0.6398,0.3367,0.8963,1.0606,3.3087,0.8378,8.8919,f161,f170,f180,C0
f01,f10,f20,f31,f40,f50,f61,f71,0.1216,0.1134,0.8938,0.735,0.2216,1.0428,0.6455,0.4366,f161,f170,f180,C0
f01,f10,f20,f31,f40,f50,f61,f71,0.9782,0.0861,0.1502,0.8671,3.5987,3.8512,0.0864,0.1451,f160,f170,f180,C0
f01,f10,f21,f30,f41,f50,f60,f71,0.7766,0.3821,?,0.0733,0.3495,4.8641,1.1082,0.0483,f160,f170,f180,C0
f01,f10,f21,f31,f40,f50,f60,f71,0.2063,0.3253,0.455,0.5648,0.1254,3.8584,?,7.4055,f160,f170,f180,C0
f01,f10,f20,f30,f41,f50,f60,f71,0.0076,0.7098,1.1694,0.9862,1.471,4.6687,1.0063,10.7934,f161,f171,f181,C0
f01,f10,f20,f30,f40,f50,f60,f70,0.5127,0.9588,0.4597,0.1539,1.8971,4.1454,1.1862,4.8699,f161,f171,f181,C0
f01,f11,f20,f30,f40,f51,?,f71,0.2596,0.2389,0.666,0.1742,0.2701,2.8918,0.2134,0.165,f160,f170,f180,C0
f01,f10,f21,f30,f40,f51,f61,f70,0.3085,0.1966,0.3314,0.7238,3.6559,1.6268,0.796,3.7828,f161,f171,f181,C0
f01,f10,f21,f31,f40,f51,f61,f70,0.8146,0.1522,0.0776,0.3567,2.0217,3.1919,1.0751,1.6565,f161,f171,f180,C0
f01,f10,f20,f31,f40,f50,f61,f70,0.1253,0.6641,0.4045,0.8437,3.0028,0.5249,0.9619,6.5269,f161,f170,f181,C0
f00,f10,f20,f31,f40,f51,f61,f70,0.7598,0.3779,0.2848,0.6114,3.6125,2.1504,0.3933,1.7415,f161,f170,f181,C0
f01,f11,f20,f30,f40,f51,f61,f71,0.4452,0.2132,0.8386,0.833,0.4643,1.5921,0.4746,10.8759,f161,f171,f181,C0
f01,f10,f20,f31,f40,f51,f60,f71,1.1028,0.0585,1.1734,0.6453,1.4498,1.9109,0.3412,1.4805,f161,f171,f181,C0
f01,f11,f20,f30,f41,f50,f60,f70,?,0.5375,0.4036,0.0625,2.8385,2.3394,0.4832,9.7922,f161,f170,f181,C0
f01,f10,f20,f31,f40,f51,f61,f71,0.0944,0.6985,0.6336,0.0994,1.988,4.2348,0.3628,5.2785,f161,f171,f181,C0
f01,f10,f21,?,f40,f51,f61,f71,0.7145,1.1738,0.318,0.3468,1.9481,1.2672,0.6029,0.2345,f161,f171,f180,C0
f01,f10,f21,f31,f40,f51,?,f71,0.6801,0.493,0.7388,0.8505,3.2943,0.334,1.1816,3.6736,f161,f171,f181,C0
?,f10,f20,f31,f40,f50,f61,?,0.5149,0.3183,0.1509,0.2779,1.9231,1.7866,?,3.5221,f161,f171,f181,C0
f01,f10,f20,f31,f40,f50,f61,f71,0.9217,0.0201,0.6663,1.0501,2.3883,2.8188,1.0904,0.2492,f160,f171,f181,C0
f01,f10,f20,f30,f41,f50,f60,f71,0.7869,0.7676,0.0826,0.4398,0.8227,0.254,0.2582,5.9334,f161,f171,f181,C0
f01,f10,f20,f30,f41,f51,f61,f70,0.2305,1.0977,0.2644,1.1657,3.2856,4.7574,0.6936,6.1192,f161,f170,f180,C0
f01,f10,f21,f30,f40,f50,f61,f70,0.4799,0.7551,0.2474,0.9435,1.0458,2.8357,0.2571,6.2644,f161,f170,f181,C0
f01,?,f20,f30,f41,f51,f60,f71,0.789,0.1059,1.0806,0.8646,2.2732,2.5641,0.4134,0.1018,f160,f170,f181,C0
f01,f10,f20,f31,f41,f50,f61,f71,0.4633,0.0513,0.8664,0.412,3.3021,1.0336,0.1101,1.5278,f161,f171,f181,C0
f01,f10,f20,f30,f41,f51,f61,f71,0.2933,0.4242,0.3485,0.4686,?,3.6864,0.5214,0.9614,f161,f171,f181,C0
?,f10,f20,f30,f40,f50,f61,f70,0.8068,0.8158,?,0.3427,2.4946,0.1755,0.6362,8.0193,f160,f170,f180,C0
f01,f11,f21,f31,f41,f50,f60,f71,0.4476,0.1397,0.9326,1.1844,2.0624,5.1435,0.5095,3.3329,f161,f170,f180,C0
f01,f11,f20,f31,f40,f51,f61,f71,0.0056,0.3377,0.7486,0.1493,0.3011,4.7496,1.0884,1.6173,f161,f170,f181,C0
f01,f11,?,f30,?,f51,f60,f71,1.1386,0.5381,0.3003,1.1529,2.543,2.0901,1.1001,1.7548,f161,f170,f181,C0
f01,f10,f21,?,f41,f50,f61,f71,0.5374,1.1899,0.7429,0.6822,3.4994,0.4783,1.2145,6.0202,f161,f171,f180,C0
f01,f10,f21,f30,f40,f50,f61,f71,0.0467,1.2085,0.4674,1.1413,1.9939,0.0842,0.4055,1.1279,f161,f170,f180,C0
f01,f10,f21,f30,f40,f51,f60,f71,0.521,1.1546,0.1831,0.2362,1.663,0.0064,0.2302,1.8434,f161,f170,f181,C0
f01,f11,?,f30,f41,f50,f61,f70,0.1413,0.5823,0.6772,0.1202,1.3923,1.6277,1.2027,2.5123,f161,f170,f180,C0
f01,f10,f20,f31,f40,f51,f61,f70,0.1655,?,0.497,?,0.7171,2.8551,0.0367,5.7399,f161,f170,f180,C0
f01,?,f21,f30,?,f51,f60,f70,0.2973,0.2728,0.2482,0.627,3.2878,1.7195,0.5553,5.1255,f161,f170,f181,C0
f01,f10,f21,f30,f41,f50,f61,f71,0.5452,1.1832,0.1146,0.6313,2.3817,2.7979,0.7354,3.1877,f161,f170,f180,C0
f01,f10,f21,?,f41,f51,f60,f70,0.5687,0.6575,0.7954,1.1925,3.6707,5.2085,0.6821,?,f161,f171,f180,C0
f01,f11,f21,f30,?,f50,f61,f71,0.6286,0.3168,0.4057,1.1333,3.5693,4.3255,1.0586,?,f161,f170,f181,C0
f01,f11,f21,f31,f41,f51,f61,f71,0.0033,0.4904,0.0606,0.6277,3.1968,3.3328,0.4584,10.4949,f160,f170,f181,C0
f01,f10,f20,f31,?,f51,?,f71,0.8847,0.5124,0.6949,0.8408,0.9776,4.5298,0.2281,2.1161,f161,f170,f180,C0
f01,f10,f21,f30,f41,f51,f61,f71,1.0029,?,0.9041,0.6613,1.4937,2.6043,1.1032,0.5815,f161,f170,f180,C0
f01,f10,f20,f31,f40,f51,f60,f70,0.0515,0.1663,?,0.3595,3.5731,1.533,0.5512,6.9946,f161,f170,f180,C0
f01,f10,f20,f30,f40,f51,f61,f71,0.0654,?,0.064,0.6208,3.8726,0.9736,0.0328,6.2897,f161,f170,f181,C0
f01,f10,f20,f31,f41,f51,f60,f71,0.0308,0.3665,0.6895,1.1226,3.7211,1.5486,0.2302,7.3622,f161,f171,f180,C0
f01,f10,?,f30,f41,f50,f60,f71,0.2718,0.1357,0.9049,0.9255,2.2651,1.2966,0.0017,6.832,f161,f170,f180,C0
f01,f11,f21,f31,f40,f51,f61,f71,0.3948,0.8191,0.3311,0.4584,0.9217,4.0926,0.7793,1.9111,f161,f170,f180,C0
f01,f10,f20,f30,f40,f51,f60,f71,0.6743,1.2206,0.2291,0.0063,2.2489,3.0154,1.0131,4.4542,f161,f171,f181,C0
f01,f10,f21,f30,f41,f51,f61,f71,1.0598,0.6941,0.378,0.4774,0.3849,2.4457,0.2157,10.1759,f161,f171,f180,C0
f01,f10,f20,f31,f41,f50,f61,f70,0.8321,1.092,0.2969,0.6738,1.0672,3.2775,1.1805,9.1667,f160,f171,f181,C0
f01,f10,f20,f30,f40,f51,f61,f71,0.9354,0.6444,0.3991,0.9646,2.374,1.6078,0.0534,2.4922,f160,f170,f180,C0
f01,f10,f21,f30,f41,f51,f60,f71,0.6686,1.2459,0.8402,0.0766,0.1554,2.214,0.3546,8.9358,f161,f171,f181,C0
f01,f11,f20,f30,f40,f51,f60,f71,0.4145,0.4268,0.4932,0.3721,0.8508,0.85,1.1623,?,f160,f170,f181,C0
f01,f10,f20,f31,f40,f51,f61,f70,0.9813,0.7883,0.0889,0.5335,3.737,0.5578,0.0718,4.5566,f160,f170,f180,C0
f01,f11,f20,f31,f40,?,f61,f70,0.4946,1.124,0.642,?,1.6901,3.1497,1.0665,4.2633,f161,f171,f180,C0
f01,f10,f21,f30,f41,f50,f61,?,0.2188,0.7363,0.9769,0.4359,1.6797,0.3203,1.0069,3.73,f160,f170,f181,C0
f01,f10,f20,f30,f40,f51,f60,f71,0.9522,0.9703,0.4803,1.1646,3.2738,1.8054,0.3447,8.062,f160,f170,f181,C0
f01,f10,f21,f31,f40,f51,f60,f71,1.0124,0.4424,0.9806,0.9162,1.0334,3.3049,0.0176,4.6543,f160,f170,f180,C0
f01,f11,f20,f30,f40,f51,f60,f71,1.1252,0.7241,1.1413,0.2683,1.4988,2.3953,0.614,4.9196,f161,f170,f180,C0
f01,f10,f20,f30,f41,f51,f61,f71,0.0652,0.3753,0.9287,0.6256,3.4408,0.5526,0.5225,7.5365,f160,f170,f180,C0
f01,f10,f21,f30,f40,f50,f61,f71,1.0547,1.0609,0.2548,0.4348,3.7781,1.4416,0.5433,6.0776,f161,f170,f180,C0
f01,f10,f20,f30,f40,f51,f61,f71,0.512,0.4154,0.5038,0.8932,0.2639,4.0898,0.0141,4.1054,f160,f170,f180,C0
f01,f10,f21,f30,f40,f50,f61,f71,0.268,0.6616,0.9539,0.8696,2.1614,2.2174,0.2414,8.0257,f161,f170,f180,C0
f01,f10,f20,f30,f41,f50,f60,f71,0.3937,0.1404,0.3573,0.7041,3.3871,3.0575,0.5806,6.5251,f161,f170,f181,C0
f01,f10,f21,f31,f41,f50,f61,f70,0.925,0.8945,1.0701,0.1946,2.6411,5.2603,0.2905,9.1222,f161,f170,f180,C0
f01,f10,f20,f31,f41,f50,f61,f71,0.7224,1.0646,0.2183,0.5244,2.3072,3.0969,0.8263,8.0377,f161,f170,f180,C0
f01,f11,f20,f31,f40,f50,f60,f71,1.1327,1.1852,0.0248,0.3208,2.1885,2.6467,0.7818,?,f161,f170,f180,C0
f01,f10,f21,f31,f41,f51,f60,f71,0.704,0.7822,0.6776,0.565,0.2291,3.2387,1.1112,3.5443,f161,f170,f180,C0
f01,f10,f21,f31,f40,f51,f61,f70,0.5781,0.9906,0.4474,0.4311,3.3433,0.6418,0.1166,1.8433,f161,f170,f181,C0
f01,f10,f21,f30,f40,f50,f61,f71,1.1422,0.4248,1.0123,?,2.5707,2.8216,0.1161,3.7453,f160,f171,f181,C0
f01,f10,f20,f30,f41,f50,f61,f70,0.3373,0.1688,0.7905,0.5207,2.6344,1.2898,0.219,7.2803,f161,f171,f181,C0
f01,f10,f21,f31,f40,f50,f60,f70,0.5683,1.2189,0.4469,0.338,0.7545,?,0.9994,2.8837,f161,f170,f181,C0
f01,f10,f21,f31,f41,f50,f61,f70,0.0642,0.3243,0.951,0.4864,3.9161,1.7595,0.2024,7.9845,f160,f170,f180,C0
f01,f10,f20,f30,f40,f50,f60,f71,0.9286,0.724,0.6865,0.1565,2.6758,3.0313,0.9579,2.9008,f161,f170,f181,C0
f01,f10,f21,f31,f41,f51,f61,f71,1.1067,1.2508,0.1836,0.9889,1.353,2.5688,0.5451,0.979,f160,f171,f180,C0
f01,f10,f20,f30,f41,f51,f60,f71,0.0975,0.4535,1.168,0.437,2.0134,2.6171,0.37,8.6282,f161,f170,f180,C0
f01,f10,f21,f31,f41,f51,f60,f71,0.9058,0.9855,0.1538,0.4004,0.0599,?,0.1894,5.2651,f160,f170,f181,C0
f01,f10,f21,f31,f40,f51,f61,f71,0.93,0.4836,0.2014,0.3872,0.167,3.9297,1.2474,7.6479,f161,f171,f181,C0
f01,f10,f20,f30,f40,f51,f61,f71,1.0465,0.5951,0.1743,1.1212,0.3703,0.5129,0.051,3.4464,f160,f170,f180,C0
f01,f11,f21,f30,?,f50,f61,f70,0.9575,0.2066,0.8168,1.0787,0.1306,1.7178,0.1465,7.6645,f161,f170,f181,C0
f01,f10,f21,f30,f40,f51,f60,f70,0.8955,0.1378,0.6077,0.8709,2.8415,1.6553,0.4806,9.0069,f160,f171,f181,C0
f01,f11,f21,?,f41,f51,f60,f71,0.1354,0.9901,0.3512,0.1542,1.6826,2.9361,0.9655,0.7563,f160,f170,f180,C0
f01,f10,f21,f31,f41,f50,f61,f71,0.4868,0.3256,0.3342,0.9831,3.5194,1.4189,0.2682,6.4505,f160,f170,f180,C0
f01,f10,f21,f30,f40,f51,f60,f71,0.703,0.2522,0.839,1.0138,3.5215,0.11,0.9228,5.9094,f160,f170,f180,C0
f01,f10,f21,f31,f41,f50,f60,f71,0.0888,0.4496,0.1625,1.0137,3.9245,1.9565,0.1942,10.4806,f160,f170,f181,C0
f01,f10,f20,f30,f41,f51,f60,f71,0.9771,1.1072,0.3585,0.9045,3.2871,2.2926,1.048,5.5724,f160,f170,f180,C0
f01,f10,f20,f30,f41,f51,f60,f71,0.6411,0.3815,0.608,0.4633,1.5029,3.7368,?,9.1575,f160,f170,f180,C0
f01,f10,f20,f30,f40,f51,f60,f71,1.1661,0.0628,0.724,0.5619,3.6436,5.1592,0.8056,5.7265,f160,f170,f181,C0
f01,f10,f21,f30,f41,f50,f60,f71,0.0855,0.217,0.0156,0.8681,1.4991,4.8643,0.448,2.7106,f161,f170,f181,C0
f01,f10,f20,f30,f41,f51,f61,f71,0.5887,1.0394,0.7323,0.262,1.8533,5.0794,0.0919,9.4796,f160,f171,f181,C0
f00,f10,f21,f30,f40,f51,f60,f71,0.4278,0.0498,0.7698,0.7047,0.7505,1.7587,1.1931,0.3772,f160,f170,f180,C0
f01,f10,f20,f30,f41,f50,f61,f71,1.1606,1.0906,0.3637,1.1265,3.1433,1.5804,0.0468,5.0681,f160,f170,f180,C0
f01,f11,f21,f30,f41,f51,f60,f71,0.4536,0.8499,0.0884,0.1325,3.9287,3.4959,0.0817,3.6292,f160,f170,f181,C0
f01,f10,f20,f31,f41,f50,f60,f71,0.329,1.1421,0.788,0.0319,0.6034,2.7693,0.9241,7.0491,f160,f171,f181,C0
?,f10,f21,f30,f41,f50,f61,f71,0.9475,0.3384,0.9984,0.8171,0.9568,1.6801,0.1826,1.2424,f160,f170,f181,C0
f01,f11,?,f30,f40,f50,f61,?,0.7084,0.1797,0.54,0.463,0.2397,3.8973,0.7913,11.0716,f161,f170,f181,C0
f01,f10,f20,f30,f40,f50,f61,f70,1.048,1.2191,0.8739,1.0614,0.768,0.8806,0.2557,0.5075,f161,f170,f180,C0
f01,f10,f21,?,f41,f50,f61,f71,0.8042,0.6414,0.4862,?,1.2941,0.4052,0.27,4.7947,f160,f170,f180,C0
f01,f10,f21,f31,f40,f50,f60,f71,0.6188,0.5059,0.4092,1.15,3.5028,5.0468,0.5437,0.8446,f161,f170,f181,C0
f01,f10,f20,f30,f40,f51,f61,f71,0.418,0.4519,0.4662,0.4747,0.8849,0.7237,0.8333,11.2739,f161,f170,f181,C0
f01,f11,f21,f31,f41,f51,f60,f70,0.4491,0.1247,0.6692,0.5055,3.9115,0.8085,1.0053,7.8975,f161,f170,f181,C0
f01,f11,f21,f31,f41,f51,f61,f71,0.969,0.4346,0.3723,1.1237,0.8697,3.6993,0.3182,?,f160,f170,f180,C0
f01,f10,?,f30,f41,f51,f60,f71,0.1055,0.2451,0.2089,1.0255,3.0887,3.4349,0.4991,1.1784,f161,f171,f180,C0
f01,f10,f21,f30,f40,f50,f60,f70,0.6355,0.8992,0.2614,1.1257,3.2525,?,0.3117,6.5646,f161,f171,f181,C0
?,f10,f21,f30,f40,f50,f61,f71,0.4561,0.0034,0.6749,1.054,1.0973,2.2978,0.6185,6.0349,f161,f171,f181,C0
f01,f11,f20,f30,f41,f51,f60,f71,0.3465,0.454,0.7373,1.1373,2.0501,1.9776,0.9371,8.288,f161,f170,f181,C0
f00,?,?,f31,f40,f51,f60,f71,0.6014,0.7083,0.3889,0.9821,2.8493,0.0619,1.1652,9.8553,f161,f171,f181,C0
f01,f10,?,f31,f40,f50,f61,f71,0.1495,1.1362,0.767,0.4074,1.5076,0.4477,1.0326,9.3079,f161,f170,f181,C0
f01,f11,f21,f30,f40,f51,f61,f70,0.6874,0.0527,0.1683,0.2591,1.0789,0.9703,0.6963,10.8635,f160,f170,f180,C0
f01,f10,f21,f30,f41,f50,f60,f70,0.0121,0.4283,0.3651,0.4152,?,4.7851,0.4936,1.7503,f160,f170,f180,C0
f01,f10,f20,f31,f41,f51,f61,f71,1.1596,0.0083,0.7157,0.0978,1.5505,0.9983,0.9041,2.2781,f160,f170,f180,C0
f01,f10,f20,f31,f41,f50,f60,f70,0.1866,0.5105,0.6108,0.5393,2.3084,1.8913,0.7368,1.1383,f161,f170,f180,C0
f01,f10,f20,f30,f40,f51,f61,f71,0.7101,0.8713,0.2112,0.4626,0.3254,4.153,0.1252,2.4591,f161,f170,f181,C0
f01,f10,f20,f30,f40,f51,f60,f71,0.5477,0.2032,1.0072,0.9568,3.2644,1.7172,0.6013,10.7226,f161,f170,f180,C0
f01,f10,f20,f31,f40,f50,f61,f71,0.2708,0.3193,1.0666,0.225,1.9817,1.0954,0.0856,9.5764,f161,f171,f180,C0
f01,f10,f20,f30,f41,f50,f61,f71,1.0932,0.2237,0.2148,0.9101,3.9459,2.5964,1.2279,5.0422,f161,f170,f181,C0
f01,f10,f20,f31,f41,f51,f61,f71,1.0527,0.2779,0.4799,0.1964,3.3,2.9719,0.6564,1.6759,f161,f170,f181,C0
f01,f10,f20,f31,f40,f51,f61,f71,?,1.1728,0.6558,0.3445,3.0818,1.3014,0.3701,9.3252,f161,f170,f181,C0
f01,f10,?,f31,f41,f51,f60,f70,1.0172,0.9267,0.0396,0.5991,0.8935,0.2482,0.9103,6.8172,f161,f171,f181,C0
f01,f10,f20,f31,f40,f50,f60,f71,0.1601,0.2393,0.6952,0.8867,2.8759,4.979,0.0334,0.3695,f161,f170,f180,C0
f01,f10,f21,f31,f41,f51,f61,f71,0.6786,0.2514,0.9902,0.1375,2.3029,1.4254,0.6672,0.6459,f160,f170,f180,C0
f01,f10,f21,f30,f41,f50,f61,f71,1.1234,0.1276,0.6381,0.9006,1.8834,3.8035,0.1178,3.0159,f161,f171,f180,C0
f01,f10,f20,f31,f40,?,?,f71,0.6361,0.6164,0.2373,1.0973,2.9779,3.1524,0.4897,9.119,f161,f171,f180,C0
f01,f10,?,f30,f40,f50,f61,f70,0.4374,0.2223,0.9912,0.5759,2.3847,3.4502,0.4303,2.3915,f161,f171,f181,C0
f01,?,f21,f31,f40,f51,f61,f70,0.3115,0.9541,0.606,0.7539,1.5786,2.9891,0.2226,6.797,f160,f170,f180,C0
f01,f10,f20,f31,f40,f51,f61,f70,0.227,1.1503,0.8773,0.1059,2.6955,4.2067,0.9402,3.67,f161,f171,f181,C0
f01,f10,f21,f30,f40,f51,f61,f70,1.0897,1.2249,0.7644,0.4447,0.2821,1.283,1.1325,2.569,f160,f170,f181,C0
f01,f11,f20,f30,f40,f50,f61,f71,0.8428,1.1988,0.1173,0.9377,1.1184,3.5071,0.7752,0.0347,f161,f171,f180,C0
f01,f10,?,f31,f41,f50,f61,f71,0.3167,0.6348,0.015,0.1878,2.3216,5.1759,0.1329,8.7089,f161,f171,f180,C0
f01,f10,f21,f30,f40,f51,f60,f71,0.6102,?,0.4356,?,3.7582,4.7056,0.6412,8.294,f160,f170,f180,C0
f01,f10,f21,f31,f40,f51,f60,f71,1.0046,0.8936,0.6833,0.0135,2.4115,4.5561,0.6686,0.2435,f161,f170,f180,C0
f01,f10,f20,f30,?,f51,f61,f70,0.039,0.0705,0.6625,0.6547,1.1185,4.7553,0.8431,?,f160,f171,f180,C0
f01,f10,f20,f31,f40,f50,f61,f70,0.0724,0.816,0.8216,?,3.4694,2.7561,1.1487,7.6388,f161,f170,f181,C0
